catnr;catnrstring;bez_de;bez_en;bez_fr;bez_ru
90210100;90210100;Schalttafelfrontprofil 84TE el;Control Panel Front Rail Anodi;Profilé av-mont tableau, anod., 8;Control Panel Front Rail Anodi
90210200;90210200;Schalttafelfrontprofil 42TE el;Control Panel Front Rail Anodi;Profilé av-mont tableau, anod., 4;Control Panel Front Rail Anodi
90210300;90210300;Schalttafelfrontprofil 63TE el;Control Panel Front Rail Anodi;Profilé av-mont tableau, anod., 6;Control Panel Front Rail Anodi
90220000;90220000;Zwischenprofil C  L=2700mm, el;Center rear rail C, anodized,;Profilé interméd C, anod.,stk 270;Center rear rail C, anodized,
90220100;90220100;Zwischenprofil C 84TE eloxiert;Splitting Extrusion C, Anodize;Profilé intermédiaire C, anodi;Splitting Extrusion C, Anodize
90220200;90220200;Zwischenprofil C 42TE eloxiert;Splitting Extrusion C, Anodize;Profilé intermédiaire C, anodi;Splitting Extrusion C, Anodize
90220300;90220300;Zwischenprofil C 63TE eloxiert;Splitting Extrusion C, Anodize;Profilé intermédiaire C, anodi;Splitting Extrusion C, Anodize
90224100;90224100;Zwischenprofil C 84TE chromati;Splitting Extrusion C, Alodine;Profilé intermédiaire C, alodi;Splitting Extrusion C, Alodine
90224200;90224200;Zwischenprofil C 42TE chromati;Splitting Extrusion C, Alodine;Profilé intermédiaire C, alodi;Splitting Extrusion C, Alodine
90224300;90224300;Zwischenprofil C 63TE chromati;Splitting Extrusion C, Alodine;Profilé intermédiaire C, alodi;Splitting Extrusion C, Alodine
90340200;90340200;Eckverbinder 80mm, elox-2;Corner Bracket S.73 80mm, anod;Cornière de jonction 80mm, ano;Corner Bracket S.73 80mm, anod
90411100;90411100;Rückprofil E 84TE chromatiert;Rear Rail E, Alodined, 84HP;Profilé arrière E, alodiné, 84;Rear Rail E, Alodined, 84HP
